"","x","sample_id","replicate_id","control_status","sample_ID","sample_name","experiment_group","fastq_filepath","raw_total_sequences","reads_mapped","error_rate","average_quality","percent_mapped","percent_peptides_detected","percent_peptides_between_10_and_100"
"1","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2552154,0.002079783,35,62.9910450501948,15.6342343887663,2.49966863407065
"2","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2929587,0.001817987,35,63.8320305478236,14.5559306704507,3.2723360128492
"3","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,840678,0.002014822,35,60.5346515404085,63.3025877729871,20.4277349384439
"4","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079061,0.002017856,35,59.2996877462666,63.4515075200574,23.9347559977233
"5","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1725777,0.002096925,35,58.9520684396931,70.0780464224175,32.253210351092
"6","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3296281,0.002022267,35.1,62.588857778566,80.2474718728802,37.8638202983073
"7","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6630,0.003092976,34.9,21.7862776025237,4.47227051934787,0.00155936907927053
"8","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,982860,0.002047768,35.1,63.16337416295,50.5625423953468,19.3018704632106
"9","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2552154,0.002079783,35,62.9910450501948,15.6342343887663,2.49966863407065
"10","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2929587,0.001817987,35,63.8320305478236,14.5559306704507,3.2723360128492
"11","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,840678,0.002014822,35,60.5346515404085,63.3025877729871,20.4277349384439
"12","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079061,0.002017856,35,59.2996877462666,63.4515075200574,23.9347559977233
"13","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1725777,0.002096925,35,58.9520684396931,70.0780464224175,32.253210351092
"14","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3296281,0.002022267,35.1,62.588857778566,80.2474718728802,37.8638202983073
"15","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6630,0.003092976,34.9,21.7862776025237,4.47227051934787,0.00155936907927053
"16","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,982860,0.002047768,35.1,63.16337416295,50.5625423953468,19.3018704632106
"17","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2552154,0.002079783,35,62.9910450501948,15.6342343887663,2.49966863407065
"18","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2929587,0.001817987,35,63.8320305478236,14.5559306704507,3.2723360128492
"19","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,840678,0.002014822,35,60.5346515404085,63.3025877729871,20.4277349384439
"20","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079061,0.002017856,35,59.2996877462666,63.4515075200574,23.9347559977233
"21","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1725777,0.002096925,35,58.9520684396931,70.0780464224175,32.253210351092
"22","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3296281,0.002022267,35.1,62.588857778566,80.2474718728802,37.8638202983073
"23","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6630,0.003092976,34.9,21.7862776025237,4.47227051934787,0.00155936907927053
"24","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,982860,0.002047768,35.1,63.16337416295,50.5625423953468,19.3018704632106
"25","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2552154,0.002079783,35,62.9910450501948,15.6342343887663,2.49966863407065
"26","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2929587,0.001817987,35,63.8320305478236,14.5559306704507,3.2723360128492
"27","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,840678,0.002014822,35,60.5346515404085,63.3025877729871,20.4277349384439
"28","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079061,0.002017856,35,59.2996877462666,63.4515075200574,23.9347559977233
"29","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1725777,0.002096925,35,58.9520684396931,70.0780464224175,32.253210351092
"30","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3296281,0.002022267,35.1,62.588857778566,80.2474718728802,37.8638202983073
"31","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6630,0.003092976,34.9,21.7862776025237,4.47227051934787,0.00155936907927053
"32","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n2_rd50_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,982860,0.002047768,35.1,63.16337416295,50.5625423953468,19.3018704632106
"33","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2554350,0.002130191,35,63.0452456724653,15.7044059973335,2.50824516400664
"34","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2931911,0.001864656,35,63.8826675963199,14.5988133201307,3.27779380462665
"35","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,841368,0.002062937,35,60.5843363300222,63.3407923154292,20.4370911529195
"36","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079813,0.002058693,35,59.3410138299498,63.4834745861824,23.950349688516
"37","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1727162,0.002143896,35,58.9993796593865,70.1302852865731,32.2641259346468
"38","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3297907,0.002051125,35.1,62.61973180986,80.2872357844016,37.8739561973226
"39","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6657,0.003328593,34.9,21.875,4.49098294829912,0.00155936907927053
"40","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,983765,0.002101453,35.1,63.2215338740151,50.5890516696944,19.3088876240673
"41","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2554350,0.002130191,35,63.0452456724653,15.7044059973335,2.50824516400664
"42","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2931911,0.001864656,35,63.8826675963199,14.5988133201307,3.27779380462665
"43","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,841368,0.002062937,35,60.5843363300222,63.3407923154292,20.4370911529195
"44","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079813,0.002058693,35,59.3410138299498,63.4834745861824,23.950349688516
"45","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1727162,0.002143896,35,58.9993796593865,70.1302852865731,32.2641259346468
"46","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3297907,0.002051125,35.1,62.61973180986,80.2872357844016,37.8739561973226
"47","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6657,0.003328593,34.9,21.875,4.49098294829912,0.00155936907927053
"48","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,983765,0.002101453,35.1,63.2215338740151,50.5890516696944,19.3088876240673
"49","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2554350,0.002130191,35,63.0452456724653,15.7044059973335,2.50824516400664
"50","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2931911,0.001864656,35,63.8826675963199,14.5988133201307,3.27779380462665
"51","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,841368,0.002062937,35,60.5843363300222,63.3407923154292,20.4370911529195
"52","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079813,0.002058693,35,59.3410138299498,63.4834745861824,23.950349688516
"53","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1727162,0.002143896,35,58.9993796593865,70.1302852865731,32.2641259346468
"54","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3297907,0.002051125,35.1,62.61973180986,80.2872357844016,37.8739561973226
"55","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6657,0.003328593,34.9,21.875,4.49098294829912,0.00155936907927053
"56","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd0_pep50_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,983765,0.002101453,35.1,63.2215338740151,50.5890516696944,19.3088876240673
"57","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2554350,0.002130191,35,63.0452456724653,15.7044059973335,2.50824516400664
"58","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2931911,0.001864656,35,63.8826675963199,14.5988133201307,3.27779380462665
"59","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,841368,0.002062937,35,60.5843363300222,63.3407923154292,20.4370911529195
"60","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079813,0.002058693,35,59.3410138299498,63.4834745861824,23.950349688516
"61","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1727162,0.002143896,35,58.9993796593865,70.1302852865731,32.2641259346468
"62","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3297907,0.002051125,35.1,62.61973180986,80.2872357844016,37.8739561973226
"63","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6657,0.003328593,34.9,21.875,4.49098294829912,0.00155936907927053
"64","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-15/wide_data/data_sample_annotation_table.csv.gz",7,"GEN00227898","empirical","CTL_FU.RP-119_D-2","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227898_1.trim.fastq.gz",1556060,983765,0.002101453,35.1,63.2215338740151,50.5890516696944,19.3088876240673
"65","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",0,"GEN00228373","empirical","CTL_RA.A150553759_D-1","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228373_1.trim.fastq.gz",4051614,2554350,0.002130191,35,63.0452456724653,15.7044059973335,2.50824516400664
"66","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",1,"GEN00228374","empirical","CTL_RA.A150553759_D-2","CTL_RA.A150553759","CTL_RA","../data-raw/fastq/FC_07336_GEN00228374_1.trim.fastq.gz",4589525,2931911,0.001864656,35,63.8826675963199,14.5988133201307,3.27779380462665
"67","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",2,"GEN00227705","beads_only","CONTROL.PBS_D-1","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227705_1.trim.fastq.gz",1388755,841368,0.002062937,35,60.5843363300222,63.3407923154292,20.4370911529195
"68","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",3,"GEN00227706","beads_only","CONTROL.PBS_D-2","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227706_1.trim.fastq.gz",1819674,1079813,0.002058693,35,59.3410138299498,63.4834745861824,23.950349688516
"69","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",4,"GEN00227707","beads_only","CONTROL.PBS_D-3","CONTROL.PBS","CONTROL","../data-raw/fastq/FC_07266_GEN00227707_1.trim.fastq.gz",2927424,1727162,0.002143896,35,58.9993796593865,70.1302852865731,32.2641259346468
"70","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",5,"GEN00227735","library","CONTROL.Input_Library_D-1","CONTROL.Input_Library","CONTROL","../data-raw/fastq/FC_07272_GEN00227735_1.trim.fastq.gz",5266562,3297907,0.002051125,35.1,62.61973180986,80.2872357844016,37.8739561973226
"71","20231219_PASC_phipflow_SEARCH2_debug_trim50.0_n3_rd50_pep168_2024-02-16/wide_data/data_sample_annotation_table.csv.gz",6,"GEN00227897","empirical","CTL_FU.RP-119_D-1","CTL_FU.RP-119","CTL_FU","../data-raw/fastq/FC_07332_GEN00227897_1.trim.fastq.gz",30432,6657,0.003328593,34.9,21.875,4.49098294829912,0.00155936907927053
